Sr.No.,UPI Beneficiary Banks,Year,Month,Total Volume (In Mn),Approved %,BD %	,	TD%,Deemed Approved %,Column 8
29,AU Small Finance Bank,2022,9,15.13,96.76%,1.60%,1.64%,0.58%,
30,CITI Bank,2022,9,10.48,99.92%,0.00%,0.08%,0.24%,
31,City Union Bank,2022,9,12.28,98.49%,0.85%,0.66%,0.07%,
32,Tamilnad Mercantile Bank,2022,9,11.0,99.67%,0.26%,0.07%,0.03%,
33,Equitas Bank,2022,9,10.75,92.70%,1.76%,5.55%,0.61%,
34,Ujjivan Small Finance Bank,2022,9,10.74,93.31%,0.29%,6.40%,0.50%,
35,Punjab and Sind Bank,2022,9,8.91,98.90%,0.24%,0.86%,0.22%,
36,Pragathi Krishna Gramin Bank,2022,9,8.58,98.38%,0.40%,1.22%,0.57%,
37,Jammu and Kashmir Bank,2022,9,7.44,96.94%,0.71%,2.35%,0.14%,
38,Andhra Pradesh Grameena Vikas Bank,2022,9,7.32,86.95%,4.60%,8.45%,2.93%,
39,Maharashtra Gramin Bank,2022,9,7.26,82.94%,1.73%,15.33%,3.15%,
40,Kerala Gramin Bank,2022,9,7.01,98.43%,0.70%,0.87%,0.51%,
41,DBS Bank,2022,9,6.66,96.97%,1.70%,1.33%,0.09%,
42,Rajasthan Marudhara Gramin Bank,2022,9,6.04,93.65%,0.43%,5.92%,1.93%,
43,ESAF Small Finance Bank Ltd,2022,9,5.92,99.08%,0.21%,0.71%,0.07%,
44,RBL,2022,9,5.7,97.13%,1.83%,1.04%,0.17%,
45,Saraswat Bank,2022,9,5.67,99.53%,0.20%,0.27%,0.02%,
46,Baroda U.P. Bank,2022,9,5.46,82.65%,2.22%,15.13%,0.72%,
47,Andhra Pragathi Grameena Bank,2022,9,5.25,93.77%,0.20%,6.03%,2.40%,
48,Sarva Haryana Gramin Bank,2022,9,4.9,84.17%,0.47%,15.36%,0.38%,
49,Baroda Rajasthan Kshetriya Gramin Bank,2022,9,4.31,95.09%,2.05%,2.86%,0.32%,
50,Karnataka Vikas Grameena Bank,2022,9,3.83,93.53%,0.68%,4.53%,1.26%,
1,Paytm Payments Bank,2023,9,2482.89,99.87%,0.12%,0.01%,0.01%,
2,YES Bank,2023,9,2018.4,99.98%,0.02%,0.00%,0.00%,
3,State Bank of India,2023,9,1118.01,99.62%,0.18%,0.20%,0.04%,
4,Axis Bank,2023,9,731.82,99.35%,0.35%,0.30%,0.12%,
5,ICICI Bank,2023,9,625.87,99.49%,0.40%,0.11%,0.03%,
6,HDFC Bank,2023,9,508.57,99.04%,0.56%,0.40%,0.15%,
7,Bank of Baroda,2023,9,301.81,99.36%,0.34%,0.30%,0.07%,
8,Union Bank of India,2023,9,292.91,99.21%,0.18%,0.61%,0.13%,
9,Federal Bank,2023,9,248.34,99.75%,0.25%,0.00%,0.00%,
10,Punjab National Bank,2023,9,236.23,99.44%,0.42%,0.14%,0.06%,
11,Canara Bank,2023,9,234.42,99.35%,0.43%,0.22%,0.12%,
12,Kotak Mahindra Bank,2023,9,215.88,99.38%,0.45%,0.16%,0.13%,
13,Bank of India,2023,9,162.61,99.58%,0.23%,0.19%,0.08%,
14,Indian Bank,2023,9,159.64,95.86%,0.71%,3.43%,0.62%,
15,Airtel Payments Bank,2023,9,141.03,99.18%,0.63%,0.19%,0.12%,
16,IndusInd Bank,2023,9,102.49,98.14%,0.26%,1.60%,0.88%,
17,India Post Payment Bank,2023,9,87.55,98.04%,0.42%,1.55%,0.16%,
18,Central Bank of India,2023,9,78.85,97.57%,0.55%,1.88%,0.61%,
19,Indian Overseas Bank,2023,9,66.65,97.73%,0.42%,1.85%,0.39%,
20,UCO Bank,2023,9,63.35,95.99%,0.80%,3.20%,0.51%,
21,IDFC First Bank,2023,9,57.22,99.11%,0.82%,0.07%,0.00%,
22,IDBI Bank,2023,9,56.22,99.30%,0.45%,0.26%,0.13%,
23,Fino Payments Bank,2023,9,50.15,98.01%,0.64%,1.35%,0.07%,
24,Bank of Maharashtra,2023,9,45.61,98.10%,0.30%,1.60%,0.28%,
25,Karnataka Bank,2023,9,37.09,98.79%,0.60%,0.62%,0.01%,
26,RBL,2023,9,30.68,98.28%,0.30%,1.42%,0.37%,
27,Karur Vysya Bank,2023,9,29.51,99.30%,0.44%,0.26%,0.06%,
28,South Indian Bank,2023,9,27.4,99.35%,0.21%,0.44%,0.13%,
29,Bandhan Bank,2023,9,26.6,98.66%,0.09%,1.25%,0.16%,
30,AU Small Finance Bank,2023,9,21.31,98.80%,1.08%,0.13%,0.08%,
31,Tamilnad Mercantile Bank,2023,9,17.86,97.78%,0.23%,1.98%,0.21%,
32,Jammu and Kashmir Bank,2023,9,17.29,97.87%,0.32%,1.80%,0.24%,
33,City Union Bank,2023,9,16.95,98.64%,1.01%,0.35%,0.06%,
34,Ujjivan Small Finance Bank,2023,9,16.46,99.24%,0.33%,0.42%,0.15%,
35,Punjab and Sind Bank,2023,9,12.67,99.39%,0.18%,0.42%,0.07%,
36,Equitas Bank,2023,9,12.19,97.65%,2.02%,0.32%,0.02%,
37,Kerala Gramin Bank,2023,9,11.77,99.15%,0.23%,0.62%,0.33%,
38,Tri O Tech Solutions Private Limited,2023,9,11.15,94.21%,5.50%,0.29%,0.11%,
39,Pragathi Krishna Gramin Bank,2023,9,10.87,98.97%,0.41%,0.62%,0.48%,
40,Andhra Pradesh Grameena Vikas Bank,2023,9,10.36,97.88%,1.11%,1.01%,0.28%,
41,CITI Bank,2023,9,9.77,99.83%,0.00%,0.17%,0.16%,
42,Maharashtra Gramin Bank,2023,9,9.4,96.10%,0.26%,3.64%,0.17%,
43,DBS Bank,2023,9,9.38,98.63%,1.27%,0.10%,0.08%,
44,Baroda U.P. Bank,2023,9,9.1,89.40%,0.83%,9.77%,2.84%,
45,ESAF Small Finance Bank Ltd,2023,9,8.66,99.40%,0.03%,0.57%,0.42%,
46,Rajasthan Marudhara Gramin Bank,2023,9,8.47,97.95%,0.81%,1.24%,0.18%,
47,Saraswat Bank,2023,9,6.9,99.62%,0.22%,0.17%,0.10%,
48,Andhra Pragathi Grameena Bank,2023,9,6.67,96.00%,0.55%,3.45%,0.09%,
49,Fincare Small Finance Bank,2023,9,6.23,94.85%,3.45%,1.70%,0.42%,
50,Sarva Haryana Gramin Bank,2023,9,6.22,99.13%,0.42%,0.45%,0.01%,
1,YES Bank,2024,9,6069.82,99.99%,0.01%,0.00%,0.00%,
2,State Bank of India,2024,9,1544.1,99.39%,0.12%,0.49%,0.04%,
3,Axis Bank,2024,9,1469.29,99.93%,0.06%,0.00%,0.01%,
4,HDFC Bank,2024,9,734.28,99.05%,0.94%,0.01%,0.01%,
5,ICICI Bank,2024,9,585.98,99.29%,0.47%,0.23%,0.08%,
6,Bank of Baroda,2024,9,423.28,99.89%,0.07%,0.04%,0.09%,
7,Federal Bank,2024,9,398.62,99.78%,0.21%,0.02%,0.00%,
8,Union Bank of India,2024,9,376.52,98.88%,0.10%,1.01%,0.23%,
9,Canara Bank,2024,9,376.48,98.87%,0.81%,0.32%,0.07%,
10,Punjab National Bank,2024,9,342.49,99.65%,0.27%,0.07%,0.09%,
11,Kotak Mahindra Bank,2024,9,289.36,99.08%,0.26%,0.66%,0.47%,
12,Airtel Payments Bank,2024,9,272.92,99.58%,0.29%,0.12%,0.05%,
13,Indian Bank,2024,9,217.43,99.10%,0.84%,0.06%,0.05%,
14,Bank of India,2024,9,209.89,98.76%,0.83%,0.41%,0.16%,
15,India Post Payment Bank,2024,9,165.82,99.62%,0.26%,0.12%,0.02%,
16,IndusInd Bank,2024,9,150.6,99.67%,0.30%,0.04%,0.01%,
17,Central Bank of India,2024,9,125.25,96.10%,3.21%,0.69%,0.52%,
18,Indian Overseas Bank,2024,9,108.08,98.30%,0.17%,1.53%,0.98%,
19,Fino Payments Bank,2024,9,92.64,96.41%,3.38%,0.21%,0.04%,
20,UCO Bank,2024,9,91.36,98.27%,0.44%,1.29%,0.10%,
21,IDBI Bank,2024,9,70.98,99.33%,0.29%,0.39%,0.17%,
22,Bank of Maharashtra,2024,9,70.68,99.46%,0.24%,0.30%,0.11%,
23,RBL,2024,9,65.45,99.29%,0.32%,0.38%,0.27%,
24,Karnataka Bank,2024,9,53.43,99.46%,0.32%,0.22%,0.03%,
25,One Mobikwik Systems Limited,2024,9,47.98,99.80%,0.04%,0.16%,0.01%,
26,Bandhan Bank,2024,9,39.33,98.09%,0.29%,1.61%,0.24%,
27,IDFC First Bank,2024,9,39.31,98.84%,1.11%,0.05%,0.01%,
28,South Indian Bank,2024,9,38.79,99.06%,0.92%,0.02%,0.02%,
29,Karur Vysya Bank,2024,9,38.19,97.81%,1.46%,0.73%,0.17%,
30,Jammu and Kashmir Bank,2024,9,38.05,99.35%,0.17%,0.48%,0.46%,
31,AU Small Finance Bank,2024,9,35.26,99.05%,0.78%,0.17%,0.05%,
32,Tri O Tech Solutions Private Limited,2024,9,28.83,96.18%,3.81%,0.00%,0.00%,
33,Tamilnad Mercantile Bank,2024,9,28.12,124.22%,0.08%,0.29%,0.07%,
34,City Union Bank,2024,9,24.24,97.59%,1.90%,0.50%,0.03%,
35,Ujjivan Small Finance Bank,2024,9,23.05,98.95%,0.82%,0.23%,0.17%,
36,Punjab and Sind Bank,2024,9,21.6,99.16%,0.38%,0.45%,0.15%,
37,Kerala Gramin Bank,2024,9,18.64,97.84%,0.93%,1.23%,0.58%,
38,CITI Bank,2024,9,17.54,99.27%,0.66%,0.07%,0.03%,
39,Jio Payments Bank,2024,9,17.18,99.25%,0.37%,0.38%,0.21%,
40,Pragathi Krishna Gramin Bank,2024,9,13.73,96.95%,1.24%,1.81%,1.02%,
41,Andhra Pradesh Grameena Vikas Bank,2024,9,13.71,98.92%,0.40%,0.68%,0.15%,
42,Equitas Bank,2024,9,13.44,98.64%,1.29%,0.07%,0.02%,
43,Baroda U.P. Bank,2024,9,13.13,99.48%,0.32%,0.21%,0.06%,
44,ESAF Small Finance Bank Ltd,2024,9,12.08,98.74%,1.15%,0.11%,0.04%,
45,Maharashtra Gramin Bank,2024,9,12.02,97.96%,0.20%,1.84%,0.18%,
46,Rajasthan Marudhara Gramin Bank,2024,9,11.31,97.58%,0.46%,1.97%,0.14%,
47,DBS Bank,2024,9,11.13,98.39%,1.36%,0.26%,0.01%,
48,Andhra Pragathi Grameena Bank,2024,9,9.63,94.93%,0.22%,4.84%,0.40%,
49,Sarva Haryana Gramin Bank,2024,9,8.51,96.46%,0.35%,3.19%,0.92%,
50,Sarva UP Gramin Bank,2024,9,8.11,96.43%,0.51%,3.07%,0.96%,
